date,platform,order_id,sku,product,qty,price,discount,marketplace_fee,packing_cost,ad_cost_allocated,hpp,gross_revenue,net_revenue,net_profit,net_margin,order_status
2026-05-24,TikTok Shop,ORD-1530,RGE-35,Rouge 540 35ml,1,99000,6721,8791,1200,12114,32000,99000,83488,38174,0.3855959595959596,returned
2026-05-24,TikTok Shop,ORD-1531,OCN-30,Ocean Blue 30ml,2,79000,12053,13104,2400,14299,25500,158000,132843,65144,0.41230379746835444,completed
2026-05-24,Shopee,ORD-1532,OCN-30,Ocean Blue 30ml,1,79000,8404,5974,1200,3189,25500,79000,64622,34733,0.43965822784810127,completed
2026-05-24,Shopee,ORD-1533,OCN-50,Ocean Blue 50ml,1,119000,10693,10821,1500,6041,38000,119000,97486,51945,0.43651260504201683,shipped
2026-05-24,Shopee,ORD-1534,RGE-35,Rouge 540 35ml,1,99000,9961,8221,1200,11425,32000,99000,80818,36193,0.36558585858585857,completed
2026-05-24,Tokopedia,ORD-1535,VNL-30,Vanilla Sweet 30ml,1,75000,6777,4918,2000,3784,24500,75000,63305,33021,0.44028,completed
2026-05-24,Tokopedia,ORD-1536,VNL-30,Vanilla Sweet 30ml,1,75000,4411,4493,1500,7659,24500,75000,66096,32437,0.43249333333333334,completed
2026-05-24,Shopee,ORD-1537,OCN-30,Ocean Blue 30ml,1,79000,2414,5942,1200,2391,25500,79000,70644,41553,0.5259873417721519,completed
2026-05-24,Tokopedia,ORD-1538,MSK-30,Musk White 30ml,1,85000,9067,5355,2000,7411,28000,85000,70578,33167,0.3902,shipped
2026-05-24,Shopee,ORD-1539,OCN-30,Ocean Blue 30ml,1,79000,7542,5687,1500,7077,25500,79000,65771,31694,0.4011898734177215,completed
2026-05-24,Shopee,ORD-1540,SAV-50,Sauvage Night 50ml,1,129000,4726,9506,2000,10437,42000,129000,114768,60331,0.46768217054263567,completed
2026-05-24,Tokopedia,ORD-1541,RGE-35,Rouge 540 35ml,1,99000,8888,8093,1200,11977,32000,99000,82019,36842,0.37214141414141416,completed
2026-05-24,TikTok Shop,ORD-1542,MSK-30,Musk White 30ml,1,85000,2952,5451,2000,9761,28000,85000,76597,36836,0.43336470588235293,completed
2026-05-24,Shopee,ORD-1543,SAV-50,Sauvage Night 50ml,1,129000,10870,11044,1500,9595,42000,129000,107086,53991,0.41853488372093023,completed
2026-05-24,Tokopedia,ORD-1544,SAV-50,Sauvage Night 50ml,1,129000,15065,10806,1200,14710,42000,129000,103129,45219,0.3505348837209302,completed
2026-05-24,Tokopedia,ORD-1545,RGE-35,Rouge 540 35ml,2,99000,11906,13202,2400,15083,32000,198000,172892,91409,0.46166161616161616,completed
2026-05-24,Tokopedia,ORD-1546,SAV-50,Sauvage Night 50ml,1,129000,7414,10198,2000,10193,42000,129000,111388,57195,0.4433720930232558,completed
2026-05-24,TikTok Shop,ORD-1547,VNL-30,Vanilla Sweet 30ml,2,75000,15176,8522,2400,10328,24500,150000,126302,64574,0.43049333333333334,shipped
2026-05-24,Shopee,ORD-1548,OCN-30,Ocean Blue 30ml,1,79000,8333,6656,1500,2696,25500,79000,64011,34315,0.43436708860759493,completed
2026-05-24,Shopee,ORD-1549,SAV-50,Sauvage Night 50ml,2,129000,8183,14900,4000,24346,42000,258000,234917,122571,0.4750813953488372,completed
2026-05-24,Tokopedia,ORD-1550,RGE-35,Rouge 540 35ml,1,99000,5593,8429,1500,3164,32000,99000,84978,48314,0.488020202020202,completed
2026-05-24,Shopee,ORD-1551,VNL-30,Vanilla Sweet 30ml,1,75000,4874,5992,1200,4625,24500,75000,64134,33809,0.45078666666666667,completed
2026-05-24,Shopee,ORD-1552,RGE-35,Rouge 540 35ml,1,99000,10702,6495,1500,10696,32000,99000,81803,37607,0.37986868686868686,completed
2026-05-24,Tokopedia,ORD-1553,RGE-35,Rouge 540 35ml,2,99000,15768,14931,2400,17103,32000,198000,167301,83798,0.4232222222222222,completed
2026-05-24,TikTok Shop,ORD-1554,SAV-50,Sauvage Night 50ml,1,129000,9810,12063,1500,8083,42000,129000,107127,55544,0.4305736434108527,completed
2026-05-24,TikTok Shop,ORD-1555,RGE-35,Rouge 540 35ml,1,99000,8770,6296,1200,5005,32000,99000,83934,45729,0.46190909090909094,completed
2026-05-24,Shopee,ORD-1556,RGE-35,Rouge 540 35ml,1,99000,7259,9225,1200,7667,32000,99000,82516,41649,0.4206969696969697,completed
2026-05-24,Shopee,ORD-1557,MSK-30,Musk White 30ml,2,85000,8935,12644,3000,10571,28000,170000,148421,78850,0.4638235294117647,completed
2026-05-24,Shopee,ORD-1558,RGE-35,Rouge 540 35ml,2,99000,17902,18056,3000,18747,32000,198000,162042,76295,0.38532828282828285,completed
2026-05-24,TikTok Shop,ORD-1559,RGE-35,Rouge 540 35ml,1,99000,6090,7901,1200,6910,32000,99000,85009,44899,0.4535252525252525,completed
2026-05-24,Shopee,ORD-1560,VNL-30,Vanilla Sweet 30ml,1,75000,6081,4216,1500,7509,24500,75000,64703,31194,0.41592,shipped
2026-05-24,Shopee,ORD-1561,VNL-30,Vanilla Sweet 30ml,1,75000,4200,5742,1500,3763,24500,75000,65058,35295,0.4706,completed
2026-05-24,TikTok Shop,ORD-1562,OCN-30,Ocean Blue 30ml,1,79000,7922,6133,2000,3643,25500,79000,64945,33802,0.427873417721519,completed
2026-05-24,Shopee,ORD-1563,RGE-35,Rouge 540 35ml,2,99000,15854,17011,3000,12586,32000,198000,165135,85549,0.43206565656565654,completed
2026-05-24,Shopee,ORD-1564,OCN-30,Ocean Blue 30ml,2,79000,13181,8963,2400,10625,25500,158000,135856,71831,0.454626582278481,completed
2026-05-24,Shopee,ORD-1565,RGE-35,Rouge 540 35ml,2,99000,6025,12133,2400,9500,32000,198000,179842,103942,0.524959595959596,completed
2026-05-24,Shopee,ORD-1566,OCN-30,Ocean Blue 30ml,2,79000,6011,14160,3000,9503,25500,158000,137829,74326,0.47041772151898736,completed
2026-05-24,Shopee,ORD-1567,OCN-30,Ocean Blue 30ml,2,79000,16132,8802,4000,13981,25500,158000,133066,64085,0.40560126582278483,completed
2026-05-25,Shopee,ORD-1568,OCN-30,Ocean Blue 30ml,2,79000,11168,14592,2400,14812,25500,158000,132240,64028,0.4052405063291139,completed
2026-05-25,Shopee,ORD-1569,OCN-30,Ocean Blue 30ml,1,79000,3708,6886,1500,5342,25500,79000,68406,36064,0.456506329113924,completed
2026-05-25,Shopee,ORD-1570,OCN-50,Ocean Blue 50ml,1,119000,11700,8395,1500,4136,38000,119000,98905,55269,0.4644453781512605,completed
2026-05-25,Tokopedia,ORD-1571,VNL-30,Vanilla Sweet 30ml,1,75000,5777,6857,1200,4448,24500,75000,62366,32218,0.4295733333333333,completed
2026-05-25,Shopee,ORD-1572,RGE-35,Rouge 540 35ml,1,99000,7915,8550,1200,9567,32000,99000,82535,39768,0.4016969696969697,completed
2026-05-25,Tokopedia,ORD-1573,OCN-30,Ocean Blue 30ml,2,79000,6417,10770,4000,11907,25500,158000,140813,73906,0.4677594936708861,completed
2026-05-25,TikTok Shop,ORD-1574,MSK-30,Musk White 30ml,2,85000,17074,11490,3000,14789,28000,170000,141436,67647,0.39792352941176473,shipped
2026-05-25,Shopee,ORD-1575,OCN-50,Ocean Blue 50ml,2,119000,22101,13460,2400,29698,38000,238000,202439,94341,0.396390756302521,completed
2026-05-25,Shopee,ORD-1576,MSK-30,Musk White 30ml,1,85000,7671,6748,1500,4444,28000,85000,70581,36637,0.4310235294117647,completed
2026-05-25,Shopee,ORD-1577,RGE-35,Rouge 540 35ml,1,99000,3677,5746,1500,3347,32000,99000,89577,52730,0.5326262626262627,shipped
2026-05-25,TikTok Shop,ORD-1578,RGE-35,Rouge 540 35ml,3,99000,26054,23658,6000,38085,32000,297000,247288,107203,0.36095286195286197,completed
2026-05-25,Shopee,ORD-1579,VNL-30,Vanilla Sweet 30ml,1,75000,3561,6633,1500,7938,24500,75000,64806,30868,0.41157333333333335,completed
2026-05-25,Shopee,ORD-1580,MSK-30,Musk White 30ml,1,85000,5764,6052,1200,10789,28000,85000,73184,33195,0.3905294117647059,completed
2026-05-25,TikTok Shop,ORD-1581,SAV-50,Sauvage Night 50ml,1,129000,10607,10473,2000,5830,42000,129000,107920,58090,0.45031007751937985,completed
2026-05-25,TikTok Shop,ORD-1582,RGE-35,Rouge 540 35ml,1,99000,5798,7034,1500,3599,32000,99000,86168,49069,0.49564646464646467,completed
2026-05-25,Tokopedia,ORD-1583,MSK-30,Musk White 30ml,1,85000,6365,6379,1500,5025,28000,85000,72256,37731,0.44389411764705883,completed
2026-05-25,Shopee,ORD-1584,SAV-50,Sauvage Night 50ml,1,129000,6086,9581,1200,8254,42000,129000,113333,61879,0.4796821705426357,completed
2026-05-25,Shopee,ORD-1585,RGE-35,Rouge 540 35ml,1,99000,9258,7504,2000,3885,32000,99000,82238,44353,0.448010101010101,completed
2026-05-25,TikTok Shop,ORD-1586,SAV-50,Sauvage Night 50ml,1,129000,11073,12207,2000,15527,42000,129000,105720,46193,0.35808527131782947,completed
2026-05-25,Shopee,ORD-1587,VNL-30,Vanilla Sweet 30ml,1,75000,5059,7081,1200,3419,24500,75000,62860,33741,0.44988,completed
2026-05-25,TikTok Shop,ORD-1588,MSK-30,Musk White 30ml,3,85000,28395,14980,3600,30008,28000,255000,211625,94017,0.36869411764705884,completed
2026-05-25,Shopee,ORD-1589,RGE-35,Rouge 540 35ml,1,99000,6191,9305,1200,7188,32000,99000,83504,43116,0.4355151515151515,completed
2026-05-25,Tokopedia,ORD-1590,VNL-30,Vanilla Sweet 30ml,2,75000,17888,8256,2400,7232,24500,150000,123856,65224,0.43482666666666664,completed
2026-05-25,Shopee,ORD-1591,MSK-30,Musk White 30ml,1,85000,9357,4806,1500,5618,28000,85000,70837,35719,0.4202235294117647,completed
2026-05-25,Shopee,ORD-1592,RGE-35,Rouge 540 35ml,1,99000,4520,5921,1500,12006,32000,99000,88559,43053,0.43487878787878786,completed
2026-05-25,Shopee,ORD-1593,OCN-30,Ocean Blue 30ml,1,79000,4917,5025,1200,6217,25500,79000,69058,36141,0.4574810126582278,completed
2026-05-25,Tokopedia,ORD-1594,RGE-35,Rouge 540 35ml,3,99000,25735,25491,3600,15193,32000,297000,245774,130981,0.441013468013468,completed
2026-05-25,Shopee,ORD-1595,RGE-35,Rouge 540 35ml,1,99000,9022,6474,2000,7759,32000,99000,83504,41745,0.4216666666666667,completed
2026-05-25,Shopee,ORD-1596,OCN-30,Ocean Blue 30ml,1,79000,2406,7109,2000,9362,25500,79000,69485,32623,0.4129493670886076,completed
2026-05-25,Shopee,ORD-1597,VNL-30,Vanilla Sweet 30ml,1,75000,2846,4740,1200,4579,24500,75000,67414,37135,0.4951333333333333,completed
2026-05-25,Shopee,ORD-1598,SAV-50,Sauvage Night 50ml,1,129000,8175,9689,2000,6214,42000,129000,111136,60922,0.4722635658914729,completed
2026-05-25,Shopee,ORD-1599,VNL-30,Vanilla Sweet 30ml,1,75000,5411,5232,2000,4082,24500,75000,64357,33775,0.4503333333333333,shipped
2026-05-25,Tokopedia,ORD-1600,VNL-30,Vanilla Sweet 30ml,2,75000,6280,10823,3000,19244,24500,150000,132897,61653,0.41102,completed
2026-05-25,TikTok Shop,ORD-1601,MSK-30,Musk White 30ml,1,85000,6413,7911,1500,6846,28000,85000,70676,34330,0.40388235294117647,returned
2026-05-25,Shopee,ORD-1602,RGE-35,Rouge 540 35ml,2,99000,20893,15445,4000,7315,32000,198000,161662,86347,0.4360959595959596,completed
2026-05-25,Shopee,ORD-1603,RGE-35,Rouge 540 35ml,2,99000,13945,14633,4000,24308,32000,198000,169422,77114,0.38946464646464646,shipped
2026-05-25,Tokopedia,ORD-1604,MSK-30,Musk White 30ml,1,85000,7754,7117,1500,10815,28000,85000,70129,29814,0.3507529411764706,returned
2026-05-25,Tokopedia,ORD-1605,RGE-35,Rouge 540 35ml,1,99000,5729,8220,2000,9723,32000,99000,85051,41328,0.41745454545454547,completed
2026-05-25,Shopee,ORD-1606,SAV-50,Sauvage Night 50ml,1,129000,10693,8969,1500,7466,42000,129000,109338,58372,0.45249612403100775,completed
2026-05-25,TikTok Shop,ORD-1607,VNL-30,Vanilla Sweet 30ml,1,75000,8865,5314,2000,4114,24500,75000,60821,30207,0.40276,completed
2026-05-25,TikTok Shop,ORD-1608,RGE-35,Rouge 540 35ml,1,99000,9381,7977,2000,8227,32000,99000,81642,39415,0.3981313131313131,completed
2026-05-25,Shopee,ORD-1609,SAV-50,Sauvage Night 50ml,1,129000,13389,12221,1200,7788,42000,129000,103390,52402,0.4062170542635659,completed
2026-05-25,Tokopedia,ORD-1610,RGE-35,Rouge 540 35ml,1,99000,3089,8618,1500,12614,32000,99000,87293,41179,0.41594949494949496,completed
2026-05-25,TikTok Shop,ORD-1611,SAV-50,Sauvage Night 50ml,2,129000,17901,18895,2400,31913,42000,258000,221204,102891,0.39880232558139533,completed
2026-05-25,Shopee,ORD-1612,VNL-30,Vanilla Sweet 30ml,1,75000,3287,4347,1200,3934,24500,75000,67366,37732,0.5030933333333333,completed
2026-05-25,Shopee,ORD-1613,OCN-30,Ocean Blue 30ml,2,79000,9636,13850,2400,16774,25500,158000,134514,64340,0.4072151898734177,completed
2026-05-25,TikTok Shop,ORD-1614,VNL-30,Vanilla Sweet 30ml,1,75000,4728,6275,2000,6283,24500,75000,63997,31214,0.41618666666666665,completed
2026-05-25,Shopee,ORD-1615,VNL-30,Vanilla Sweet 30ml,1,75000,3775,6664,1500,4951,24500,75000,64561,33610,0.44813333333333333,completed
2026-05-25,Tokopedia,ORD-1616,MSK-30,Musk White 30ml,3,85000,10948,14050,6000,13809,28000,255000,230002,126193,0.49487450980392156,completed
2026-05-25,Shopee,ORD-1617,VNL-30,Vanilla Sweet 30ml,1,75000,6137,4945,1500,5190,24500,75000,63918,32728,0.43637333333333334,completed
2026-05-25,TikTok Shop,ORD-1618,MSK-30,Musk White 30ml,2,85000,9805,11729,3000,7483,28000,170000,148466,81983,0.4822529411764706,completed
2026-05-25,Tokopedia,ORD-1619,OCN-30,Ocean Blue 30ml,2,79000,15239,13128,2400,11192,25500,158000,129633,65041,0.41165189873417724,completed
2026-05-25,Shopee,ORD-1620,MSK-30,Musk White 30ml,2,85000,6206,13362,4000,7625,28000,170000,150432,82807,0.4871,shipped
2026-05-25,TikTok Shop,ORD-1621,RGE-35,Rouge 540 35ml,1,99000,7563,6289,2000,8404,32000,99000,85148,42744,0.4317575757575758,completed
2026-05-25,Tokopedia,ORD-1622,OCN-30,Ocean Blue 30ml,2,79000,13334,10891,3000,4894,25500,158000,133775,74881,0.47393037974683544,completed
2026-05-25,Shopee,ORD-1623,MSK-30,Musk White 30ml,1,85000,8910,5988,2000,10142,28000,85000,70102,29960,0.3524705882352941,completed
2026-05-25,Tokopedia,ORD-1624,OCN-50,Ocean Blue 50ml,1,119000,4583,8950,2000,8738,38000,119000,105467,56729,0.4767142857142857,completed
2026-05-25,Shopee,ORD-1625,OCN-30,Ocean Blue 30ml,1,79000,7292,4994,2000,6800,25500,79000,66714,32414,0.41030379746835444,completed
2026-05-25,Shopee,ORD-1626,RGE-35,Rouge 540 35ml,1,99000,8543,8681,1500,9594,32000,99000,81776,38682,0.3907272727272727,completed
2026-05-25,Tokopedia,ORD-1627,OCN-50,Ocean Blue 50ml,1,119000,5983,7201,2000,7273,38000,119000,105816,58543,0.4919579831932773,completed
2026-05-25,Tokopedia,ORD-1628,RGE-35,Rouge 540 35ml,1,99000,6152,7509,1500,12654,32000,99000,85339,39185,0.39580808080808083,completed
2026-05-25,Shopee,ORD-1629,OCN-30,Ocean Blue 30ml,2,79000,16217,10803,2400,10622,25500,158000,130980,66958,0.42378481012658226,completed
2026-05-25,Tokopedia,ORD-1630,VNL-30,Vanilla Sweet 30ml,2,75000,6813,9800,4000,12935,24500,150000,133387,67452,0.44968,completed
2026-05-25,Shopee,ORD-1631,RGE-35,Rouge 540 35ml,1,99000,4512,9200,1500,11625,32000,99000,85288,40163,0.4056868686868687,completed
2026-05-25,Tokopedia,ORD-1632,RGE-35,Rouge 540 35ml,2,99000,19994,17763,3000,15524,32000,198000,160243,77719,0.39252020202020205,completed
2026-05-25,Shopee,ORD-1633,SAV-50,Sauvage Night 50ml,2,129000,15480,22317,3000,13783,42000,258000,220203,119420,0.46286821705426356,completed
2026-05-25,Shopee,ORD-1634,RGE-35,Rouge 540 35ml,1,99000,4606,7617,2000,4565,32000,99000,86777,48212,0.486989898989899,completed
2026-05-25,TikTok Shop,ORD-1635,RGE-35,Rouge 540 35ml,1,99000,4615,6421,1200,8719,32000,99000,87964,46045,0.4651010101010101,completed
2026-05-25,Shopee,ORD-1636,RGE-35,Rouge 540 35ml,1,99000,6991,7188,1500,4311,32000,99000,84821,47010,0.47484848484848485,shipped
2026-05-25,Shopee,ORD-1637,RGE-35,Rouge 540 35ml,2,99000,15566,12322,3000,7172,32000,198000,170112,95940,0.48454545454545456,completed
2026-05-25,Tokopedia,ORD-1638,VNL-30,Vanilla Sweet 30ml,1,75000,5317,6707,1500,3325,24500,75000,62976,33651,0.44868,completed
2026-05-25,TikTok Shop,ORD-1639,RGE-35,Rouge 540 35ml,1,99000,3925,6023,2000,6939,32000,99000,89052,48113,0.48598989898989897,completed
2026-05-25,Shopee,ORD-1640,SAV-50,Sauvage Night 50ml,1,129000,4235,9895,1200,11560,42000,129000,114870,60110,0.46596899224806204,completed
2026-05-25,Shopee,ORD-1641,SAV-50,Sauvage Night 50ml,2,129000,9584,22405,2400,8072,42000,258000,226011,131539,0.5098410852713179,shipped
2026-05-25,Shopee,ORD-1642,SAV-50,Sauvage Night 50ml,1,129000,4695,10723,2000,7561,42000,129000,113582,62021,0.4807829457364341,completed
2026-05-25,Tokopedia,ORD-1643,SAV-50,Sauvage Night 50ml,1,129000,12444,7927,1500,5600,42000,129000,108629,59529,0.4614651162790698,completed
2026-05-25,Shopee,ORD-1644,OCN-30,Ocean Blue 30ml,1,79000,5645,4954,1200,8074,25500,79000,68401,33627,0.42565822784810126,completed
2026-05-25,Shopee,ORD-1645,VNL-30,Vanilla Sweet 30ml,1,75000,3516,6872,1200,9212,24500,75000,64612,29700,0.396,shipped
2026-05-25,Shopee,ORD-1646,VNL-30,Vanilla Sweet 30ml,1,75000,8127,6963,2000,4358,24500,75000,59910,29052,0.38736,completed
2026-05-25,TikTok Shop,ORD-1647,OCN-30,Ocean Blue 30ml,2,79000,14520,12529,4000,15718,25500,158000,130951,60233,0.38122151898734175,completed
2026-05-25,TikTok Shop,ORD-1648,MSK-30,Musk White 30ml,1,85000,5389,6628,1500,4991,28000,85000,72983,38492,0.45284705882352944,completed
2026-05-25,Shopee,ORD-1649,OCN-50,Ocean Blue 50ml,1,119000,5220,11284,1200,14525,38000,119000,102496,48771,0.4098403361344538,shipped
2026-05-25,TikTok Shop,ORD-1650,RGE-35,Rouge 540 35ml,1,99000,10795,8943,2000,11162,32000,99000,79262,34100,0.34444444444444444,completed
2026-05-25,TikTok Shop,ORD-1651,OCN-30,Ocean Blue 30ml,1,79000,4206,6327,1200,7906,25500,79000,68467,33861,0.428620253164557,completed
2026-05-25,TikTok Shop,ORD-1652,RGE-35,Rouge 540 35ml,3,99000,24345,27650,6000,23493,32000,297000,245005,119512,0.4023973063973064,completed
2026-05-25,Tokopedia,ORD-1653,OCN-30,Ocean Blue 30ml,3,79000,25389,21278,4500,13676,25500,237000,190333,95657,0.4036160337552743,completed
2026-05-25,TikTok Shop,ORD-1654,RGE-35,Rouge 540 35ml,1,99000,9602,5942,1200,10355,32000,99000,83456,39901,0.40304040404040403,completed
2026-05-25,Tokopedia,ORD-1655,MSK-30,Musk White 30ml,2,85000,8261,12095,4000,19642,28000,170000,149644,70002,0.4117764705882353,completed
2026-05-25,TikTok Shop,ORD-1656,RGE-35,Rouge 540 35ml,1,99000,8480,8155,1500,7699,32000,99000,82365,41166,0.4158181818181818,completed
2026-05-25,TikTok Shop,ORD-1657,OCN-30,Ocean Blue 30ml,1,79000,7622,6407,1200,2633,25500,79000,64971,35638,0.4511139240506329,completed
2026-05-25,Shopee,ORD-1658,OCN-30,Ocean Blue 30ml,1,79000,4890,7313,1500,5911,25500,79000,66797,33886,0.4289367088607595,completed
2026-05-25,Tokopedia,ORD-1659,SAV-50,Sauvage Night 50ml,2,129000,29407,23333,2400,14369,42000,258000,205260,104491,0.40500387596899223,completed
2026-05-25,Tokopedia,ORD-1660,SAV-50,Sauvage Night 50ml,1,129000,8194,8319,1200,4472,42000,129000,112487,64815,0.5024418604651163,completed
2026-05-25,Shopee,ORD-1661,OCN-30,Ocean Blue 30ml,2,79000,9418,9933,4000,12975,25500,158000,138649,70674,0.4473037974683544,completed
2026-05-25,Shopee,ORD-1662,OCN-30,Ocean Blue 30ml,2,79000,5511,13435,3000,16805,25500,158000,139054,68249,0.43195569620253166,completed
2026-05-25,TikTok Shop,ORD-1663,MSK-30,Musk White 30ml,1,85000,3385,6253,1500,7651,28000,85000,75362,38211,0.4495411764705882,completed
2026-05-25,Shopee,ORD-1664,MSK-30,Musk White 30ml,1,85000,8849,6267,1500,5813,28000,85000,69884,34571,0.4067176470588235,completed
2026-05-26,Tokopedia,ORD-1665,MSK-30,Musk White 30ml,1,85000,9949,7531,1200,3541,28000,85000,67520,34779,0.40916470588235293,completed
2026-05-26,TikTok Shop,ORD-1666,OCN-50,Ocean Blue 50ml,1,119000,8688,10001,1500,9136,38000,119000,100311,51675,0.4342436974789916,completed
2026-05-26,Shopee,ORD-1667,SAV-50,Sauvage Night 50ml,2,129000,17355,20846,2400,31845,42000,258000,219799,101554,0.3936201550387597,completed
2026-05-26,Tokopedia,ORD-1668,VNL-30,Vanilla Sweet 30ml,1,75000,6574,5120,1500,6716,24500,75000,63306,30590,0.40786666666666666,completed
2026-05-26,Shopee,ORD-1669,SAV-50,Sauvage Night 50ml,1,129000,7612,9120,1200,12818,42000,129000,112268,56250,0.436046511627907,completed
2026-05-26,Shopee,ORD-1670,MSK-30,Musk White 30ml,1,85000,2928,7088,2000,7055,28000,85000,74984,37929,0.4462235294117647,returned
2026-05-26,Shopee,ORD-1671,RGE-35,Rouge 540 35ml,1,99000,5042,8684,1200,5551,32000,99000,85274,46523,0.4699292929292929,completed
2026-05-26,Shopee,ORD-1672,SAV-50,Sauvage Night 50ml,1,129000,10810,8180,1500,6479,42000,129000,110010,60031,0.46535658914728684,completed
2026-05-26,TikTok Shop,ORD-1673,OCN-30,Ocean Blue 30ml,1,79000,7807,5185,1200,10182,25500,79000,66008,29126,0.36868354430379746,completed
2026-05-26,TikTok Shop,ORD-1674,MSK-30,Musk White 30ml,1,85000,9615,6689,2000,7708,28000,85000,68696,30988,0.36456470588235296,completed
2026-05-26,Shopee,ORD-1675,OCN-30,Ocean Blue 30ml,1,79000,6052,5286,2000,5892,25500,79000,67662,34270,0.4337974683544304,completed
2026-05-26,Shopee,ORD-1676,MSK-30,Musk White 30ml,1,85000,9480,7208,2000,10048,28000,85000,68312,28264,0.33251764705882353,completed
2026-05-26,TikTok Shop,ORD-1677,RGE-35,Rouge 540 35ml,1,99000,8694,6244,1200,7011,32000,99000,84062,43851,0.44293939393939397,completed
2026-05-26,TikTok Shop,ORD-1678,RGE-35,Rouge 540 35ml,1,99000,5320,5556,1500,9306,32000,99000,88124,45318,0.45775757575757575,completed
2026-05-26,Shopee,ORD-1679,RGE-35,Rouge 540 35ml,1,99000,5621,5665,1500,6463,32000,99000,87714,47751,0.48233333333333334,completed
2026-05-26,Shopee,ORD-1680,RGE-35,Rouge 540 35ml,1,99000,6804,7417,1500,4388,32000,99000,84779,46891,0.47364646464646465,completed
2026-05-26,TikTok Shop,ORD-1681,RGE-35,Rouge 540 35ml,2,99000,16268,16302,3000,24706,32000,198000,165430,73724,0.37234343434343437,completed
2026-05-26,Shopee,ORD-1682,OCN-30,Ocean Blue 30ml,1,79000,7428,7358,2000,9948,25500,79000,64214,26766,0.3388101265822785,completed
2026-05-26,Shopee,ORD-1683,OCN-30,Ocean Blue 30ml,1,79000,8609,5147,1500,8028,25500,79000,65244,30216,0.38248101265822787,completed
2026-05-26,Tokopedia,ORD-1684,OCN-30,Ocean Blue 30ml,1,79000,2549,6906,1500,4320,25500,79000,69545,38225,0.4838607594936709,completed
2026-05-26,Shopee,ORD-1685,OCN-30,Ocean Blue 30ml,1,79000,8312,5072,2000,7271,25500,79000,65616,30845,0.39044303797468355,completed
2026-05-26,TikTok Shop,ORD-1686,OCN-30,Ocean Blue 30ml,1,79000,3084,4704,1500,6087,25500,79000,71212,38125,0.4825949367088608,completed
2026-05-26,Tokopedia,ORD-1687,VNL-30,Vanilla Sweet 30ml,1,75000,7734,6476,1500,7206,24500,75000,60790,27584,0.36778666666666665,completed
